Code Number,Code Name,Paper Name,URL,Reason
54,Chaperone code – A (general),"Digwal, C. S., Wang, S., & Chiosis, G. (2026). Embracing diversity: Post-translational modifications, the chaperone code, and the emergence of new chaperone entities. Cell Stress and Chaperones, 31(2), 100148.",https://doi.org/10.1016/j.cstres.2026.100148,no working OA PDF (paywalled or links unreachable)
55,Chaperone code – B (mitochondrial),"Felipe Perez, R., Mochi, G., Khan, A., & Woodford, M. (2024). Mitochondrial Chaperone Code: Just warming up. Cell Stress and Chaperones, 29(3), 483-496.",https://doi.org/10.1016/j.cstres.2024.05.002,no working OA PDF (paywalled or links unreachable)
56,Checkpoint code,"Zeng, P., J. Ma, R. Yang and Y. C. Liu (2017). ""Immune Regulation by Ubiquitin Tagging as Checkpoint Code."" Curr Top Microbiol Immunol 410: 215-248.",https://link.springer.com/chapter/10.1007/82_2017_64,no working OA PDF (paywalled or links unreachable)
56,Checkpoint code,"Melosky, B., Chu, Q., Juergens, R. A., Leighl, N., Ionescu, D., Tsao, M. S., . . . Hirsh, V. (2018). Breaking the biomarker code: PD-L1 expression and checkpoint inhibition in advanced NSCLC. Cancer Treat Rev, 65, 65-77.",https://doi.org/10.1016/j.ctrv.2018.02.005,no working OA PDF (paywalled or links unreachable)
57,Chitin code,"Khokhani, D., C. Carrera Carriel, S. Vayla, T. B. Irving, C. Stonoha-Arther, N. P. Keller and J. M. Ané (2021). “Deciphering the Chitin Code in Plant Symbiosis, Defense, and Microbial Networks.” Annu Rev Microbiol 75: 583-607.",https://www.annualreviews.org/doi/10.1146/annurev-micro-051921-114809,no working OA PDF (paywalled or links unreachable)
57,Chitin code,"Velandia, K., & Foo, E. (2025). Cracking the chitin code: how a single pair of LysM receptors deciphers symbiosis and immunity in Marchantia. Science China Life Sciences, 68(5), 1533-1535.",https://doi.org/10.1007/s11427-025-2889-x,no working OA PDF (paywalled or links unreachable)
58,Chromatin code,"Ha, M. (2013). Understanding the chromatin remodeling code. Plant Sci, 211, 137-145.",https://doi.org/10.1016/j.plantsci.2013.07.006,no working OA PDF (paywalled or links unreachable)
60,Circadian codes,"Arjona, A. and D. K. Sarkar (2008). “Are Circadian Rhythms the Code of Hypothalamic-Immune Communication? Insights from Natural Killer Cells.” Neurochemical Research 33(4): 708-718.",https://link.springer.com/article/10.1007/s11064-007-9501-z,no working OA PDF (paywalled or links unreachable)
60,Circadian codes,"Brown, S. A. (2011). A New Histone Code for Clocks? Science, 333(6051), 1833-1834.",https://doi.org/10.1126/science.1212842,no working OA PDF (paywalled or links unreachable)
60,Circadian codes,"He, W., K. Kraus, D. Druzd, A. de Juan, L. Ince, C.-S. Chen and C. Scheiermann (2017). “A circadian zip code determines rhythmic leukocyte trafficking to tissues.” The FASEB Journal 31(S1): 55.54-55.54.",https://faseb.onlinelibrary.wiley.com/doi/10.1096/fasebj.31.1_supplement.55.4,no working OA PDF (paywalled or links unreachable)
60,Circadian codes,"Nisoli, E., Ragni, M., Ruocco, C., & Valerio, A. Reprogramming the mitochondrial-circadian energy code with incretins. Trends in Endocrinology & Metabolism.",https://doi.org/10.1016/j.tem.2026.02.011,no working OA PDF (paywalled or links unreachable)
61,Circular ribosome code,"Michel, C. J., & Sereni, J.-S. (2023). Reading Frame Retrieval of Genes: A New Parameter of Codon Usage Based on the Circular Code Theory. Bulletin of Mathematical Biology, 85(4), 24.",https://doi.org/10.1007/s11538-023-01129-4,no working OA PDF (paywalled or links unreachable)
62,Cis-regulatory transcription code,"Istrail, S. and E. H. Davidson (2005). “Logic functions of the genomic cis-regulatory code.” Proceedings of the National Academy of Sciences 102(14): 4954-4959.",https://www.pnas.org/doi/10.1073/pnas.0409624102,no working OA PDF (paywalled or links unreachable)
62,Cis-regulatory transcription code,"Zou, C., K. Sun, J. D. Mackaluso, A. E. Seddon, R. Jin, M. F. Thomashow and S. H. Shiu (2011). “Cis- regulatory code of stress-responsive transcription in Arabidopsis thaliana.” Proc Natl Acad Sci U S A 108(36): 14992-14997.",https://www.pnas.org/doi/abs/10.1073/pnas.1103202108,no working OA PDF (paywalled or links unreachable)
62,Cis-regulatory transcription code,"de Boer, C. G., & Taipale, J. (2024). Hold out the genome: a roadmap to solving the cis-regulatory code. Nature, 625(7993), 41-50.",https://doi.org/10.1038/s41586-023-06661-w,no working OA PDF (paywalled or links unreachable)
62,Cis-regulatory transcription code,"Ogawa, Y., Liu, Y., Myers, C. A., Morshedian, A., Fain, G. L., Sampath, A. P., & Corbo, J. C. (2025). Conservation of cis-regulatory codes over half a billion years of evolution. Sci Adv, 11(50), eadw7681.",https://doi.org/10.1126/sciadv.adw7681,no working OA PDF (paywalled or links unreachable)
62,Cis-regulatory transcription code,"Buitrago, N., Vidal, J. A., & Lim, B. (2026). Configuring the Code: Enhancer-Promoter Arrangement and Transcriptional Regulation. J Mol Biol, 438(1), 169417.",https://doi.org/10.1016/j.jmb.2025.169417,no working OA PDF (paywalled or links unreachable)
65,Clean-up code,"Li, B., & Sun, Q. (2025). Organelle-ly speaking: Cracking the code of cellular clean-up. Cell Chem Biol, 32(10), 1202-1204.",https://doi.org/10.1016/j.chembiol.2025.09.008,no working OA PDF (paywalled or links unreachable)
66,Coactivator code,"Gamble, M. J., & Freedman, L. P. (2002). A coactivator code for transcription. Trends Biochem Sci, 27(4), 165-167.",https://doi.org/10.1016/S0968-0004(02)02076-5,no working OA PDF (paywalled or links unreachable)
67,Cocain code,"Ahmed, S. H., & Kenny, P. J. (2011). Cracking the Molecular Code of Cocaine Addiction. ILAR Journal, 52(3), 309-320.",https://doi.org/10.1093/ilar.52.3.309,no working OA PDF (paywalled or links unreachable)
67,Cocain code,"LaPlant, Q., & Nestler, E. J. (2011). CRACKing the histone code: Cocaine's effects on chromatin structure and function. Horm Behav, 59(3), 321-330.",https://doi.org/10.1016/j.yhbeh.2010.05.015,no working OA PDF (paywalled or links unreachable)
69,Coincidence- detection code,"Ren, C., Yuan, Q., Jian, X., Randazzo, P. A., Tang, W., & Wu, D. (2020). Small GTPase ARF6 Is a Coincidence-Detection Code for RPH3A Polarization in Neutrophil Polarization. J Immunol, 204(4), 1012-1021.",https://doi.org/10.4049/jimmunol.1901080,no working OA PDF (paywalled or links unreachable)
70,Collagen code,"Holmgren, S. K., Taylor, K. M., Bretscher, L. E., & Raines, R. T. (1998). Code for collagen's stability deciphered. Nature, 392(6677), 666-667.",https://doi.org/10.1038/33573,no working OA PDF (paywalled or links unreachable)
70,Collagen code,"Gupta, A. A., Kheur, S., Palaskar, S. J., & Narang, B. R. (2021). Deciphering the “Collagen code” in tumor progression. Journal of Cancer Research and Therapeutics, 17(1), 29-32.",https://doi.org/10.4103/jcrt.JCRT_489_17,no working OA PDF (paywalled or links unreachable)
70,Collagen code,"Zhang, Q., An, Z.-Y., Jiang, W., Jin, W.-L., & He, X.-Y. (2023). Collagen code in tumor microenvironment: Functions, molecular mechanisms, and therapeutic implications. Biomedicine & Pharmacotherapy, 166, 115390.",https://doi.org/10.1016/j.biopha.2023.115390,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Reuter, T. O. M., & Virtanen, K. A. J. (1972). Border and Colour Coding in the Retina of the Frog. Nature, 239(5370), 260-263.",https://doi.org/10.1038/239260a0,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Zeki, S. M. (1973). Colour coding in rhesus monkey prestriate cortex. Brain Res, 53(2), 422-427.",https://doi.org/10.1016/0006-8993(73)90227-8,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Regan, D. (1975). Colour coding of pattern responses in man investigated by evoked potential feedback and direct plot techniques. Vision Res, 15(2), 175-183.",https://doi.org/10.1016/0042-6989(75)90205-9,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Tolhurst, D. J. (1977). Colour-coding properties of sustained and transient channels in human vision. Nature, 266(5599), 266-268.",https://doi.org/10.1038/266266a0,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Zeki, S. M. (1977). Colour coding in the superior temporal sulcus of rhesus monkey visual cortex. Proceedings of the Royal Society of London. B. Biological Sciences, 197(1127), 195-223.",https://doi.org/10.1098/rspb.1977.0065,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Caelli, T., & Finlay, D. (1979). Frequency, Phase, and Colour Coding in Apparent Motion. Perception, 8(1), 59-68.",https://doi.org/10.1068/p080059,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Buchsbaum, G., & Gottschalk, A. (1983). Trichromacy, opponent colours coding and optimum colour information transmission in the retina. Proceedings of the Royal Society of London. B. Biological Sciences, 220(1218), 89-113.",https://doi.org/10.1098/rspb.1983.0090,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Paulus, W., & KrÖger-Paulus, A. (1983). A new concept of retinal colour coding. Vision Res, 23(5), 529-540.",https://doi.org/10.1016/0042-6989(83)90128-1,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Paulus, W. M., Hömberg, V., Cunningham, K., & Halliday, A. M. (1986). Colour and brightness coding in the central nervous system: theoretical aspects and visual evoked potentials to homogeneous red and green stimuli. Proceedings of the Royal Society of London. B. Biological Sciences, 227(1246), 53- 66.",https://doi.org/10.1098/rspb.1986.0009,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Atick, J. J., Li, Z., & Redlich, A. N. (1992). Understanding Retinal Color Coding from First Principles. Neural Comput, 4(4), 559-572.",https://doi.org/10.1162/neco.1992.4.4.559,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Chittka, L., Beier, W., Hertel, H., Steinmann, E., & Menzel, R. (1992). Opponent colour coding is a universal strategy to evaluate the photoreceptor inputs in Hymenoptera. Journal of Comparative Physiology A, 170(5), 545-563.",https://doi.org/10.1007/BF00199332,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Dacey, D. M. (1996). Circuitry for color coding in the primate retina. Proceedings of the National Academy of Sciences, 93(2), 582-588.",https://doi.org/10.1073/pnas.93.2.582,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Dacey, D. M. (2000). Parallel Pathways for Spectral Coding in Primate Retina. Annu Rev Neurosci, 23, 743-775.",https://doi.org/10.1146/annurev.neuro.23.1.743,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Twer, T. v. d., & MacLeod, D. I. A. (2001). Optimal nonlinear codes for the perception of natural colours. Network: Computation in Neural Systems, 12(3), 395.",https://doi.org/10.1088/0954-898X/12/3/309,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Dacey, D. M., & Packer, O. S. (2003). Colour coding in the primate retina: diverse cell types and cone- specific circuitry. Current Opinion in Neurobiology, 13(4), 421-427.",https://doi.org/10.1016/S0959-4388(03)00103-X,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Friedman, H. S., Zhou, H., & von der Heydt, R. (2003). The coding of uniform colour figures in monkey visual cortex. J Physiol, 548(2), 593-613.",https://doi.org/10.1111/j.1469-7793.2003.00593.x,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Macleod, D. I. A., & Von Der Twer, T. (2003). The Pleistochrome: Optimal Opponent Codes For Natural Colours. In Colour Perception: Mind and the physical world (pp. 0). Oxford University Press.",https://doi.org/10.1093/acprof:oso/9780198505006.003.0005,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Lennie, P., & Movshon, J. A. (2005). Coding of color and form in the geniculostriate visual pathway (invited review). Journal of the Optical Society of America A, 22(10), 2013-2033.",https://doi.org/10.1364/JOSAA.22.002013,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Conway, B. R. (2009). Color Vision, Cones, and Color-Coding in the Cortex. The Neuroscientist, 15(3), 274-290.",https://doi.org/10.1177/1073858408331369,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Chen, S., & Li, W. (2012). A color-coding amacrine cell may provide a blue-Off signal in a mammalian retina. Nat Neurosci, 15(7), 954-956.",https://doi.org/10.1038/nn.3128,no working OA PDF (paywalled or links unreachable)
71,Colour Code,"Chang, L., Breuninger, T., & Euler, T. (2013). Chromatic Coding from Cone-type Unselective Circuits in the Mouse Retina. Neuron, 77(3), 559-571.",https://doi.org/10.1016/j.neuron.2012.12.012,no working OA PDF (paywalled or links unreachable)
72,Communication code – A (cellular),"Salmond, G. P., B. W. Bycroft, G. S. Stewart and P. Williams (1995). “The bacterial ‘enigma’: cracking the code of cell-cell communication.” Mol Microbiol 16(4): 615-624.",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2958.1995.tb02424.x,no working OA PDF (paywalled or links unreachable)
72,Communication code – A (cellular),"Fontanari, J. F. and L. I. Perlovsky (2008). “A game theoretical approach to the evolution of structured communication codes.” Theory in Biosciences 127(3): 205-214.",https://link.springer.com/article/10.1007/s12064-008-0024-1,no working OA PDF (paywalled or links unreachable)
73,Communication code – B (interorganellar),"de Souza, A. J., Svozil, J., Wang, J.-Z., Ke, H., Xiao, Y., Gruissem, W., & Dehesh, K. (2017). Cracking the Interorganellar Communication Codes. The FASEB Journal, 31(S1), 617.612-617.612.",https://doi.org/10.1096/fasebj.31.1_supplement.617.2,no working OA PDF (paywalled or links unreachable)
74,Communication code – C (insects),"Leonhardt, B. A. (1985). Insect Communication Codes. Analytical chemistry, 57(12), 1240A-1249A.",https://doi.org/10.1021/ac00289a714,no working OA PDF (paywalled or links unreachable)
75,Communication code – D (plants),"Bonato, B., F. Peressotti, S. Guerra, Q. Wang and U. Castiello (2021). “Cracking the code: a comparative approach to plant communication.” Communicative & Integrative Biology 14(1): 176- 185.",https://www.tandfonline.com/doi/full/10.1080/19420889.2021.1956719,no working OA PDF (paywalled or links unreachable)
76,Compartment code,"Ozawa, M. G., Cardó-Vila, M., Mintz, P. J., Arap, W., & Pasqualini, R. (2010). Cracking the code for compartment-specific dual functionality proteins in cancer: The case for CRKL. Cell Cycle, 9(1), 8-9.",https://doi.org/10.4161/cc.9.1.10288,no working OA PDF (paywalled or links unreachable)
76,Compartment code,"Kilgore, H. R., Chinn, I., Mikhael, P. G., Mitnikov, I., Van Dongen, C., Zylberberg, G., . . . Young, R. A. (2025). Protein codes promote selective subcellular compartmentalization. Science, 387(6738), 1095- 1101.",https://doi.org/10.1126/science.adq2634,no working OA PDF (paywalled or links unreachable)
76,Compartment code,"Ye, S., So, C. L., & Cai, D. (2025). Cracking the protein compartmentalization code with ProtGPS. Trends Biochem Sci, 50(5), 369-371.",https://doi.org/10.1016/j.tibs.2025.03.008,no working OA PDF (paywalled or links unreachable)
79,Coregulator code,"Rosenfeld, M. G., & Glass, C. K. (2001). Coregulator Codes of Transcriptional Regulation by Nuclear Receptors*. Journal of Biological Chemistry, 276(40), 36865-36868.",https://doi.org/10.1074/jbc.R100041200,no working OA PDF (paywalled or links unreachable)
